family,episode_id,sample_index,timestamp_s,selected_action,step_index,constraint,pre,post,removed,added,collapse_source
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,583,58.441500000000005,BACKUP,1,bc_yield_mask,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,583,58.441500000000005,BACKUP,2,bc_closing_side,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,667,66.8997,BACKUP,1,bc_yield_mask,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,667,66.8997,BACKUP,2,bc_closing_side,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,802,80.4195,SUBGOAL_0,1,bc_yield_mask,"0,21,22","0,21,22",,,NOT_COLLAPSED_TO_WAIT_BACKUP
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,802,80.4195,SUBGOAL_0,2,bc_closing_side,"0,21,22","0,21,22",,,NOT_COLLAPSED_TO_WAIT_BACKUP
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,867,86.913,SUBGOAL_2,1,bc_yield_mask,"2,3,4,11,18,21","2,3,4,11,18,21",,,NOT_COLLAPSED_TO_WAIT_BACKUP
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,867,86.913,SUBGOAL_2,2,bc_closing_side,"2,3,4,11,18,21","2,3,4,11,18,21",,,NOT_COLLAPSED_TO_WAIT_BACKUP
bottleneck_cross_flow_merge,pgrr_extpilot_f06_bottleneck_cross_flow_merge_medium_train_r00_s91610_pgrr,867,86.913,SUBGOAL_2,3,bc_near_field_radius,"2,3,4,11,18,21","2,3,4,21","SUBGOAL_11,SUBGOAL_18",,NOT_COLLAPSED_TO_WAIT_BACKUP
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,776,77.7222,BACKUP,1,bc_yield_mask,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,776,77.7222,BACKUP,2,bc_closing_side,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,776,77.7222,BACKUP,3,bc_recurrent_escape,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,815,81.6516,BACKUP,1,bc_yield_mask,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,815,81.6516,BACKUP,2,bc_closing_side,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,815,81.6516,BACKUP,3,bc_recurrent_escape,"21,22","21,22",,,UPSTREAM_BEFORE_FIRST_LOGGED_STEP
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,830,83.1501,WAIT,1,bc_yield_mask,"0,21,22","0,21,22",,,bc_closing_side
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,830,83.1501,WAIT,2,bc_closing_side,"0,21,22","21,22",SUBGOAL_0,,bc_closing_side
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,839,84.0492,WAIT,1,bc_yield_mask,"0,21,22","0,21,22",,,bc_closing_side
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,839,84.0492,WAIT,2,bc_closing_side,"0,21,22","21,22",SUBGOAL_0,,bc_closing_side
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,849,85.0815,BACKUP,1,bc_yield_mask,"0,1,21,22","0,1,21,22",,,bc_closing_side
goal_approach_lateral_interruption,pgrr_extpilot_f07_goal_approach_lateral_interruption_low_train_r00_s91700_pgrr,849,85.0815,BACKUP,2,bc_closing_side,"0,1,21,22","21,22","SUBGOAL_0,SUBGOAL_1",,bc_closing_side
