family,cycle_index,dominant_failure_at_trigger,duration_s,original_goal_progress_m,progress_class,completed_rejoin,action_signature,reason_signature,learned_decision_count
lead_pedestrian_sudden_stop,1,COLLISION_RISK,8.492,-0.383804,nonpositive,True,WAIT>BACKUP>CONTINUE>WAIT>BACKUP>CONTINUE,"emergency_stop>emergency_backup>emergency_clear_continue_goal>bc_directional_yield=active forward_clearance_m=0.940 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_onnx confidence=0.703 latency_ms=0.658>bc_directional_yield=active forward_clearance_m=0.947 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_onnx confidence=0.711 latency_ms=0.142>bc_directional_yield=active forward_clearance_m=0.931 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_onnx confidence=0.711 latency_ms=0.137>bc_directional_yield=active forward_clearance_m=0.931 clear_frames=2; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_onnx confidence=1.000 latency_ms=0.135>recovery_action_complete>original_goal_restored",4
lead_pedestrian_sudden_stop,2,COLLISION_RISK,8.525,-0.764118,nonpositive,True,CONTINUE>BACKUP>CONTINUE,"failure_pending>bc_directional_yield=active forward_clearance_m=0.845 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_onnx confidence=1.000 latency_ms=0.145>bc_directional_yield=active forward_clearance_m=1.278 clear_frames=2; bc_yield_mask=active pre=0,1,2,21,22 post=0,21,22; bc_closing_side=clear right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=0,21,22 post=0,21,22; bc_onnx confidence=0.933 latency_ms=42.335>recovery_action_complete>original_goal_restored",2
lead_pedestrian_sudden_stop,3,COLLISION_RISK,9.024,-0.444382,nonpositive,True,WAIT>BACKUP>CONTINUE>BACKUP>SUBGOAL_0>CONTINUE,"emergency_stop>emergency_backup>emergency_clear_continue_goal>bc_directional_yield=active forward_clearance_m=0.924 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=0 left_beams=1 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_onnx confidence=1.000 latency_ms=0.164>bc_directional_yield=active forward_clearance_m=1.380 clear_frames=2; bc_yield_mask=active pre=0,1,21,22 post=0,21,22; bc_closing_side=clear right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=0,21,22 post=0,21,22; bc_side_commitment=set_right progress_window_m=8.000; bc_onnx confidence=1.000 latency_ms=0.143>failure_cleared>original_goal_restored",2
lead_pedestrian_sudden_stop,4,COLLISION_RISK,6.926,-0.668758,nonpositive,True,BACKUP>CONTINUE,"bc_directional_yield=active forward_clearance_m=0.719 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=rotation_gated right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.318 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_side_commitment=right progress_window_m=8.000 pre=21,22 post=21,22; bc_onnx confidence=1.000 latency_ms=0.323>bc_directional_yield=active forward_clearance_m=1.020 clear_frames=1; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=0 left_beams=1 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=-0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_side_commitment=right progress_window_m=8.000 pre=21,22 post=21,22; bc_onnx confidence=1.000 latency_ms=0.135>recovery_action_complete>original_goal_restored",2
lead_pedestrian_sudden_stop,5,NO_POSITIVE_FAILURE_SCORE,1.432,-0.049331,nonpositive,False,WAIT>BACKUP,emergency_stop>emergency_backup,0
bottleneck_cross_flow_merge,1,COLLISION_RISK,13.02,-0.731249,nonpositive,True,WAIT>BACKUP>CONTINUE>WAIT>BACKUP>WAIT>BACKUP>WAIT>BACKUP>CONTINUE,"emergency_stop>emergency_backup>emergency_clear_continue_goal>bc_directional_yield=active forward_clearance_m=0.611 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=left_occupied right_beams=0 left_beams=7 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=1 latched_right=0 latched_left=1 pre=21,22 post=21,22; bc_recurrent_escape=unavailable cause=unilateral_flow count=1 minimum_lateral_m=0.250 lateral_ids=0,1,2,5,6,7,8,9,10,12,13,14,15,16,17,19,20 pre=21,22 final=21,22; bc_onnx confidence=0.618 latency_ms=49.560>bc_directional_yield=active forward_clearance_m=0.784 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=0 left_beams=1 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=1 pre=21,22 post=21,22; bc_recurrent_escape=unavailable cause=unilateral_flow count=1 minimum_lateral_m=0.250 lateral_ids=0,1,2,5,6,7,8,9,10,12,13,14,15,16,17,19,20 pre=21,22 final=21,22; bc_unilateral_backup=short_redecision maximum_s=1.000; bc_onnx confidence=0.587 latency_ms=0.140>bc_directional_yield=active forward_clearance_m=0.718 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=right_occupied right_beams=8 left_beams=3 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=-0.000 angular_gate_radps=0.200 raw_right=1 raw_left=0 latched_right=1 latched_left=1 pre=21,22 post=21,22; bc_onnx confidence=0.730 latency_ms=0.140>emergency_stop>emergency_backup>bc_directional_yield=active forward_clearance_m=0.867 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=left_occupied right_beams=0 left_beams=8 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=-0.000 angular_gate_radps=0.200 raw_right=0 raw_left=1 latched_right=1 latched_left=1 pre=21,22 post=21,22; bc_onnx confidence=0.525 latency_ms=0.132>bc_directional_yield=active forward_clearance_m=0.957 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=1 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=1 latched_left=1 pre=21,22 post=21,22; bc_onnx confidence=1.000 latency_ms=0.153>recovery_action_complete>original_goal_restored",5
bottleneck_cross_flow_merge,2,COLLISION_RISK,8.025,-0.435396,nonpositive,True,WAIT>BACKUP>WAIT>CONTINUE>BACKUP>CONTINUE,"emergency_stop>emergency_backup>emergency_stop>emergency_turn_right>emergency_clear_continue_goal>bc_directional_yield=active forward_clearance_m=0.983 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=2 left_beams=2 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_onnx confidence=1.000 latency_ms=0.184>recovery_action_complete>original_goal_restored",1
bottleneck_cross_flow_merge,3,COLLISION_RISK,8.458,-0.353281,nonpositive,True,WAIT>CONTINUE>WAIT>CONTINUE>BACKUP>CONTINUE,"emergency_stop>emergency_clear_continue_goal>emergency_stop>emergency_clear_continue_goal>bc_directional_yield=active forward_clearance_m=0.918 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=5 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=21,22 post=21,22; bc_onnx confidence=1.000 latency_ms=0.132>recovery_action_complete>original_goal_restored",1
bottleneck_cross_flow_merge,4,COLLISION_RISK,15.085,-0.717178,nonpositive,False,WAIT>BACKUP>WAIT>BACKUP>WAIT>CONTINUE>SUBGOAL_0>SUBGOAL_2>CONTINUE,"emergency_stop>emergency_backup>emergency_stop>emergency_backup>emergency_stop>emergency_turn_right>emergency_clear_continue_goal>bc_directional_yield=active forward_clearance_m=1.022 clear_frames=0; bc_yield_mask=active pre=0,21,22 post=0,21,22; bc_closing_side=clear right_beams=4 left_beams=5 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=0,21,22 post=0,21,22; bc_side_commitment=set_right progress_window_m=8.000; bc_onnx confidence=1.000 latency_ms=0.174>bc_directional_yield=active forward_clearance_m=1.478 clear_frames=2; bc_yield_mask=active pre=2,3,4,11,18,21 post=2,3,4,11,18,21; bc_closing_side=rotation_gated right_beams=0 left_beams=0 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=-0.904 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=0 pre=2,3,4,11,18,21 post=2,3,4,11,18,21; bc_near_field_radius=applied clearance_m=0.905 maximum_radius_m=0.600 pre=2,3,4,11,18,21 post=2,3,4,21; bc_side_commitment=released_right_infeasible; bc_side_commitment=set_left progress_window_m=8.000; bc_onnx confidence=0.945 latency_ms=0.433>recovery_timeout",2
goal_approach_lateral_interruption,1,COLLISION_RISK,12.188,-0.869447,nonpositive,False,BACKUP>WAIT>BACKUP>WAIT>BACKUP>WAIT>BACKUP,"bc_directional_yield=active forward_clearance_m=0.627 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=left_occupied right_beams=0 left_beams=11 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.048 angular_gate_radps=0.200 raw_right=0 raw_left=1 latched_right=0 latched_left=1 pre=21,22 post=21,22; bc_recurrent_escape=unavailable cause=unilateral_flow count=1 minimum_lateral_m=0.250 lateral_ids=0,1,2,5,6,7,8,9,10,12,13,14,15,16,17,19,20 pre=21,22 final=21,22; bc_unilateral_backup=short_redecision maximum_s=1.000; bc_onnx confidence=0.588 latency_ms=61.135>emergency_stop>emergency_backup>emergency_stop>emergency_backup>bc_directional_yield=active forward_clearance_m=3.850 clear_frames=0; bc_yield_mask=active pre=21,22 post=21,22; bc_closing_side=clear right_beams=4 left_beams=3 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=0 latched_left=1 pre=21,22 post=21,22; bc_recurrent_escape=unavailable cause=unilateral_flow count=1 minimum_lateral_m=0.250 lateral_ids=0,1,2,5,6,7,8,9,10,12,13,14,15,16,17,19,20 pre=21,22 final=21,22; bc_unilateral_backup=short_redecision maximum_s=1.000; bc_onnx confidence=0.572 latency_ms=0.149>bc_directional_yield=active forward_clearance_m=1.009 clear_frames=0; bc_yield_mask=active pre=0,21,22 post=0,21,22; bc_closing_side=right_occupied right_beams=6 left_beams=1 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=1 raw_left=0 latched_right=1 latched_left=1 pre=0,21,22 post=21,22; bc_onnx confidence=0.690 latency_ms=0.137>bc_directional_yield=active forward_clearance_m=0.818 clear_frames=0; bc_yield_mask=active pre=0,21,22 post=0,21,22; bc_closing_side=clear right_beams=0 left_beams=4 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=0 latched_right=1 latched_left=1 pre=0,21,22 post=21,22; bc_onnx confidence=0.572 latency_ms=0.132>bc_directional_yield=active forward_clearance_m=0.877 clear_frames=0; bc_yield_mask=active pre=0,1,21,22 post=0,1,21,22; bc_closing_side=left_occupied right_beams=0 left_beams=6 minimum_beams=6 sector_deg=5.0:60.0 delta_m=0.200 maximum_range_m=4.000 angular_speed_radps=0.000 angular_gate_radps=0.200 raw_right=0 raw_left=1 latched_right=1 latched_left=1 pre=0,1,21,22 post=21,22; bc_onnx confidence=0.599 latency_ms=0.136",5
