run,metrics_path,train_samples,validation_samples,epochs,best_val_loss_epoch,best_val_loss,train_loss_at_best_val_loss,loss_gap_at_best_val_loss,best_val_top1_epoch,best_val_top1,train_top1_at_best_val_top1,top1_gap_at_best_val_top1,final_train_loss,final_val_loss,final_train_top1,final_val_top1,final_loss_gap,final_top1_gap
coverage_safety_aligned,checkpoints\dagger\coverage_safety_aligned\metrics.json,2774,399,30,25,0.1784187296173771,0.09249119964718991,0.08592752997018718,28,0.9323308270676691,0.9754866618601298,0.04315583479246066,0.0768428796280522,0.18790437516821712,0.9780100937274694,0.9097744360902256,0.11106149554016492,0.06823565763724382
sequence_wait_aligned,checkpoints\dagger\sequence_wait_aligned\metrics.json,4004,399,27,20,0.17056200489107715,0.1576002477765917,0.01296175711448544,2,0.9398496240601504,0.8846153846153846,-0.0552342394447658,0.13032446330511843,0.22970010517608552,0.9585414585414586,0.9147869674185464,0.09937564187096709,0.04375449112291219
