method,split,family,density,outcome,manifest_episode_count,valid_episode_count,excluded_episode_count,scenario_count,seed_count,outcome_count,outcome_rate,rate_denominator,episode_duration_s_mean,navigation_time_s_mean,spl_mean,path_length_m_mean,min_human_distance_m_mean,personal_space_violation_ratio_mean,discomfort_time_s_mean,emergency_stop_count_mean,recovery_trigger_count_mean,recovery_success_rate_mean,recovery_duration_s_mean,intervention_ratio_mean,mean_abs_angular_jerk_rad_s3_mean
bc_uniform,test,blind_corner,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,blind_corner,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,blind_corner,low,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,134.6763,134.6763,0.853517484198821,23.351188522701207,1.3096431559215167,0.0,0.0,20.333333333333332,12.0,0.3242424242424242,49.28400000000001,0.39097865101153245,0.9021898459471528
bc_uniform,test,blind_corner,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,blind_corner,low,TIMEOUT,5,5,0,5,5,1,0.2,valid_episodes,239.95979999999997,239.95979999999997,0.0,18.21422882240422,1.2401213281302588,0.0,0.0,11.0,9.0,0.2222222222222222,174.65849999999998,0.7496530668887039,0.4130641822938922
bc_uniform,test,blind_corner,low,PLANNER_FAILURE,5,5,0,5,5,1,0.2,valid_episodes,113.08680000000001,113.08680000000001,0.0,16.16519945415259,1.341272133275097,0.0,0.0,4.0,3.0,0.3333333333333333,53.81280000000001,0.484982332155477,0.5057862943371415
bc_uniform,test,blind_corner,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,blind_corner,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,blind_corner,medium,GOAL_REACHED,5,5,0,5,5,2,0.4,valid_episodes,124.49205,124.49205,0.8490124130101577,23.49920143626455,0.9386509192457264,0.053984762735253794,3.313350000000007,14.5,9.5,0.30952380952380953,36.04725000000001,0.3073827850134042,0.9242385421206336
bc_uniform,test,blind_corner,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,blind_corner,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,blind_corner,medium,PLANNER_FAILURE,5,5,0,5,5,3,0.6,valid_episodes,111.24420000000002,111.24420000000002,0.0,16.083910259270795,0.8964636713449275,0.07250122395275681,4.806300000000003,8.666666666666666,4.333333333333333,0.0,49.872299999999996,0.4799237073670075,0.5344218910917341
bc_uniform,test,blind_corner,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,blind_corner,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,101.20536,101.20536,0.9709899311604367,21.634061573190667,1.1438992797897136,0.010666804773972728,0.0,1.0,1.6,1.0,11.43522,0.12039892376407466,0.45978545658437175
bc_uniform,test,crossing_flow,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,106.77978,106.77978,0.9122014904374843,23.051734105818653,0.8399669767278605,0.08222512936112199,7.206120000000001,1.8,1.8,0.5,11.908080000000004,0.1411862537659439,0.384476206849576
bc_uniform,test,crossing_flow,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,98.00856,98.00856,0.983076173491124,21.364099761124443,1.0667350773009983,0.026042720963846633,0.29969999999999997,1.2,1.0,1.0,9.470519999999999,0.13340765461567825,0.33055926303314276
bc_uniform,test,crossing_flow,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,crossing_flow,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,97.02954000000001,97.02954000000001,0.8940443937087481,19.11315901573843,0.9846633119507191,0.06981187170033552,1.5251400000000004,0.6,2.0,0.9333333333333332,25.188119999999998,0.2903898869509515,0.5281553424319004
bc_uniform,test,doorway_bottleneck,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,85.09482,85.09482,0.9528103029656018,17.816825416343594,0.8713141110089889,0.06331564368807474,3.6763199999999996,0.8,1.0,1.0,13.926060000000001,0.20156943041424089,0.44903002785751844
bc_uniform,test,doorway_bottleneck,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,medium,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,83.8494,83.8494,0.9531273258294896,17.850348862835773,0.895566401674928,0.10353632827794416,4.328999999999997,1.0,1.3333333333333333,0.8333333333333334,13.530899999999997,0.1645319061467755,0.42000475348647476
bc_uniform,test,doorway_bottleneck,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,medium,PLANNER_FAILURE,5,5,0,5,5,2,0.4,valid_episodes,61.22205,61.22205,0.0,5.400680851920994,0.715944711653034,0.6506125025187574,39.2274,1.5,1.0,0.0,45.354600000000005,0.7436416193535387,0.13217081622130078
bc_uniform,test,doorway_bottleneck,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,doorway_bottleneck,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,88.22502,88.22502,1.0,20.797286715393646,1.030096227093781,0.06538824141038635,1.2387599999999963,0.2,0.2,0.0,0.09989999999999952,0.010108768025171862,3.646544360609692e-08
bc_uniform,test,group_blocking,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,88.01856000000001,88.01856000000001,1.0,20.75823798839522,1.0300717521506813,0.060079047997258696,1.2987000000000024,0.4,0.4,0.0,0.19979999999999903,0.04443855544529967,3.6129757132957536e-08
bc_uniform,test,group_blocking,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,88.5114,88.5114,1.0,20.782873664760476,1.030054015279487,0.06581504934744552,1.3186800000000005,0.4,0.4,0.0,0.19979999999999903,0.005258239076543067,0.000965571598396995
bc_uniform,test,group_blocking,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,group_blocking,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,102.40416,102.40416,0.9719579463699715,21.609658218316632,0.7588497067819031,0.1102734365041933,8.071920000000002,2.2,1.6,1.0,14.985000000000003,0.1813250693651844,0.4439899867587197
bc_uniform,test,head_on_corridor,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,99.26064,99.26064,0.9880537782208195,21.24653549791857,0.8789450041190852,0.04141497170795154,2.797200000000001,0.6,2.0,1.0,12.70062,0.1341056677454224,0.4384896869586131
bc_uniform,test,head_on_corridor,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,99.42714000000001,99.42714000000001,0.9753671404644649,21.50383839699912,0.8834160978405778,0.06726283163085825,4.075919999999998,0.8,1.2,1.0,12.460860000000002,0.14692578604211076,0.4007910432624705
bc_uniform,test,head_on_corridor,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,head_on_corridor,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,100.50606,100.50606,0.9736650095342746,21.563631918291616,0.9204408851969024,0.07323094438253377,3.263399999999996,1.0,2.6,0.77,14.25239999999999,0.17924196895037925,0.32997188652417414
bc_uniform,test,opposite_streams,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,95.59764000000001,95.59764000000001,0.9943246724635998,21.035762897144856,1.0169414956638554,0.024718938770081224,0.9989999999999994,0.2,1.4,1.0,10.829160000000005,0.15740887324581201,0.28936879976188623
bc_uniform,test,opposite_streams,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,93.99258,93.99258,0.9971830502034699,20.98368385890344,0.9241011592202097,0.08188983248369128,3.429900000000001,1.6,2.4,0.6900000000000001,9.61704,0.10931587857235439,0.31963399441400536
bc_uniform,test,opposite_streams,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,opposite_streams,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,128.05182,128.05182,0.8620086663420323,24.38164477647157,1.019528867382827,0.2172299281385412,0.0,0.0,5.2,1.0,35.39790000000001,0.28601204772172917,0.4384707612532914
bc_uniform,test,overtaking,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,93.52637999999999,93.52637999999999,1.0,20.784432385458402,0.9600120825794505,0.1932625746209749,12.2544,6.6,6.6,0.0,6.027299999999995,0.10413599667800714,0.0017281339618279666
bc_uniform,test,overtaking,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,128.55132,128.55132,0.8749631204123484,24.410056813376297,0.9161986284182995,0.278297325096046,15.384599999999995,8.8,12.0,0.4901315789473684,33.62633999999999,0.24249704340531464,0.2885113928225967
bc_uniform,test,overtaking,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,overtaking,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,high,GOAL_REACHED,5,5,0,5,5,2,0.4,valid_episodes,141.77474999999998,141.77474999999998,0.81085949290984,21.59917736752244,0.8137955368698726,0.44281673474888317,61.47180000000001,23.5,13.0,0.29084967320261434,67.03290000000001,0.40984599771875035,0.5973854767478946
bc_uniform,test,temporary_blockage,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,high,TIMEOUT,5,5,0,5,5,1,0.2,valid_episodes,239.9598,239.9598,0.0,10.856264569646921,0.7554783170087368,0.8570635581459894,197.23590000000002,11.0,10.0,0.1,200.66580000000002,0.8420760477379963,0.24518058558696204
bc_uniform,test,temporary_blockage,high,PLANNER_FAILURE,5,5,0,5,5,2,0.4,valid_episodes,103.21335,103.21335,0.0,11.436339697181644,0.7995253263624421,0.6561196835367915,58.408199999999994,15.0,5.0,0.5416666666666666,67.68225,0.6645104705833025,0.37317522284423443
bc_uniform,test,temporary_blockage,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,85.44113999999999,85.44113999999999,0.9192611215530769,18.527044309580198,1.0506531738327833,0.04368821934308089,1.3519800000000004,1.4,1.2,0.75,10.362960000000005,0.1734310451613943,0.4992934599883433
bc_uniform,test,temporary_blockage,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,medium,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,76.4568,76.4568,0.9734064157190433,17.474087451314613,0.9216247904958373,0.10697485763572027,3.196800000000001,0.6666666666666666,1.0,0.6666666666666666,3.9960000000000044,0.061226032222275906,0.434992769815245
bc_uniform,test,temporary_blockage,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,medium,TIMEOUT,5,5,0,5,5,1,0.2,valid_episodes,239.99309999999997,239.99309999999997,0.0,13.604371388233215,0.8071136555106122,0.7874288885805466,182.41739999999996,12.0,6.0,0.5,200.29949999999997,0.8425142222838906,0.4126915931262835
bc_uniform,test,temporary_blockage,medium,PLANNER_FAILURE,5,5,0,5,5,1,0.2,valid_episodes,110.1897,110.1897,0.0,13.336962994121091,0.7695119286469568,0.560592323964944,43.78949999999999,9.0,4.0,0.5,71.9613,0.661226956784527,0.6313192416127617
bc_uniform,test,temporary_blockage,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
bc_uniform,test,temporary_blockage,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,high,GOAL_REACHED,5,5,0,5,5,1,0.2,valid_episodes,147.4191,147.4191,0.7735016312933258,25.766389131190742,0.8059219388120452,0.19494014004969504,23.3433,27.0,21.0,0.14285714285714285,59.67360000000002,0.4158572396656879,0.9506250342031375
heuristic,test,blind_corner,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,high,TIMEOUT,5,5,0,5,5,4,0.8,valid_episodes,239.94315,239.94315,0.0,15.451402806566337,0.7876144059310047,0.6510084173051103,148.76775,12.5,6.5,0.30853174603174605,188.203275,0.7932146191305225,0.3791894189824692
heuristic,test,blind_corner,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,low,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,131.0133,131.0133,0.8300920869108985,24.046927944885102,1.1593714967359154,0.04289799252571528,0.0,17.0,13.0,0.22979797979797978,45.27689999999999,0.35981047211916733,1.045516079871547
heuristic,test,blind_corner,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,low,TIMEOUT,5,5,0,5,5,1,0.2,valid_episodes,239.99310000000003,239.99310000000003,0.0,22.834956834801332,1.3212256087074614,0.0,0.0,22.0,14.0,0.5,162.40410000000003,0.6816983488275287,0.4755509349862115
heuristic,test,blind_corner,low,PLANNER_FAILURE,5,5,0,5,5,1,0.2,valid_episodes,136.4301,136.4301,0.0,19.70305121621081,0.9828128224870033,0.04320234317793503,0.9989999999999952,14.0,10.0,0.2,71.16210000000002,0.5418598974859654,0.9168760847731007
heuristic,test,blind_corner,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,medium,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,131.7015,131.7015,0.8204843598284942,24.386388399447608,0.9756177024397276,0.049418028384586477,2.097899999999998,15.666666666666666,8.333333333333334,0.35555555555555557,44.8884,0.37089611638248704,1.0116111088938902
heuristic,test,blind_corner,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,medium,PLANNER_FAILURE,5,5,0,5,5,2,0.4,valid_episodes,122.5773,122.5773,0.0,15.636518633353376,0.8759195363608363,0.09978295238350444,9.6903,12.0,5.5,0.1111111111111111,61.2054,0.5224061470028672,0.44271137083570566
heuristic,test,blind_corner,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,blind_corner,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,101.8314,101.8314,0.9395321603696865,22.379234703871525,0.9271113265367082,0.05301695878340137,3.9227400000000023,1.2,1.2,1.0,13.479840000000001,0.16998502433340085,0.4020988109468321
heuristic,test,crossing_flow,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,108.87102,108.87102,0.8831034885907407,23.882998519651263,0.8504759844104193,0.07420962535299884,6.606720000000005,1.2,1.2,0.8,11.008980000000005,0.13354151641839115,0.4636453548137883
