method,split,family,density,outcome,manifest_episode_count,valid_episode_count,excluded_episode_count,scenario_count,seed_count,outcome_count,outcome_rate,rate_denominator,episode_duration_s_mean,navigation_time_s_mean,spl_mean,path_length_m_mean,min_human_distance_m_mean,personal_space_violation_ratio_mean,discomfort_time_s_mean,emergency_stop_count_mean,recovery_trigger_count_mean,recovery_success_rate_mean,recovery_duration_s_mean,intervention_ratio_mean,mean_abs_angular_jerk_rad_s3_mean
heuristic,test,crossing_flow,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,medium,GOAL_REACHED,5,5,0,5,5,4,0.8,valid_episodes,95.88735,95.88735,0.9606454833683654,21.86046902284183,1.1598390145526174,0.010481562034042935,0.0,1.0,1.0,1.0,5.902424999999999,0.07562146948376557,0.2993661151844884
heuristic,test,crossing_flow,medium,COLLISION,5,5,0,5,5,1,0.2,valid_episodes,29.304,29.304,0.0,6.336759426668416,0.6885880578595163,0.10113636363636375,1.9647000000000006,2.0,3.0,0.3333333333333333,4.595399999999998,0.1670454545454544,0.4619480877328072
heuristic,test,crossing_flow,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,crossing_flow,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,77.8887,77.8887,0.9766252113473668,17.391167095268127,0.9634699881199167,0.09861039502270308,1.9180800000000005,0.2,1.0,1.0,14.34564,0.20376041133483694,0.5735049575664106
heuristic,test,doorway_bottleneck,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,75.71753999999999,75.71753999999999,0.9953587486047212,17.025003097878177,0.9746670643735114,0.039031265892579714,1.3586399999999998,0.8,1.4,1.0,10.023299999999999,0.1539600269029265,0.44777042304075837
heuristic,test,doorway_bottleneck,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,77.42249999999999,77.42249999999999,0.9997587363395292,16.944308497403682,0.8416357019062154,0.0828287161720429,4.40226,1.2,1.2,1.0,11.961360000000003,0.1814285888183445,0.41208575168911254
heuristic,test,doorway_bottleneck,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,doorway_bottleneck,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,88.49141999999999,88.49141999999999,1.0,20.788160798924896,1.054073575968087,0.06664048869205147,1.3186800000000005,0.4,0.4,0.0,0.19979999999999903,0.038533150578783586,0.0009644827847553663
heuristic,test,group_blocking,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,88.05851999999999,88.05851999999999,1.0,20.797154213905383,1.03009167407508,0.05712470252747418,1.1588399999999979,0.2,0.2,0.0,0.09989999999999952,0.015011399109506598,0.001960893124113028
heuristic,test,group_blocking,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,88.35821999999999,88.35821999999999,1.0,20.788518458236833,1.0301280041029666,0.06450478445065941,1.2320999999999998,0.2,0.2,0.0,0.09323999999999728,0.03529481389453189,3.6802712383314486e-08
heuristic,test,group_blocking,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,group_blocking,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,high,GOAL_REACHED,5,5,0,5,5,2,0.4,valid_episodes,103.61295,103.61295,0.9784962032214715,21.466368159168756,0.7595806091019897,0.12086788347912755,11.405249999999999,2.5,1.5,1.0,17.03295,0.18071225273382363,0.31404561860297353
heuristic,test,head_on_corridor,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,high,PLANNER_FAILURE,5,5,0,5,5,3,0.6,valid_episodes,64.60200000000002,64.60200000000002,0.0,6.008253872474248,0.7170949092584422,0.6655951348099634,42.4686,1.3333333333333333,1.0,0.0,45.265800000000006,0.7094447859694227,0.03447898643431286
heuristic,test,head_on_corridor,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,low,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,95.9928,95.9928,0.9798661864711743,21.43583871050131,0.7975370360252568,0.05078094820914866,3.5408999999999993,1.0,1.0,1.0,8.336100000000005,0.09328383116653986,0.23022617567693382
heuristic,test,head_on_corridor,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,low,PLANNER_FAILURE,5,5,0,5,5,2,0.4,valid_episodes,70.94565,70.94565,0.0,7.576576788281194,0.7166227778206498,0.6058130060341815,42.4242,1.5,1.0,0.0,45.2214,0.6483145891640325,0.028919519573782564
heuristic,test,head_on_corridor,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,99.16074,99.16074,0.9761158003732273,21.50045342943502,0.821216315359487,0.08620519930676591,6.227099999999998,2.2,1.2,1.0,11.854799999999997,0.14039128925003283,0.2180365252260676
heuristic,test,head_on_corridor,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,head_on_corridor,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,high,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,94.0281,94.0281,0.9865306688300115,21.204936938775244,0.9118964093672263,0.09306581120101365,2.120099999999997,0.6666666666666666,1.6666666666666667,0.6666666666666666,8.4915,0.10357446633609459,0.2635406954674434
heuristic,test,opposite_streams,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,high,PLANNER_FAILURE,5,5,0,5,5,2,0.4,valid_episodes,70.263,70.263,0.0,8.661140341233711,0.7162338742281212,0.53579739442947,34.99830000000001,2.0,1.0,0.0,45.271350000000005,0.6450359389038635,0.25048711380117594
heuristic,test,opposite_streams,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,98.96094000000001,98.96094000000001,0.9695827078201317,21.664094631307446,0.9439933823970528,0.03366189609203125,1.0722600000000013,0.6,1.8,1.0,11.128860000000001,0.13821052424087332,0.3989596558922707
heuristic,test,opposite_streams,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,102.37086,102.37086,0.9630615600932046,21.789792746078113,0.9257393464233411,0.12578224000514387,8.105220000000001,1.6,2.4,0.9142857142857143,14.352300000000003,0.15307802012672522,0.22070888471252106
heuristic,test,opposite_streams,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,opposite_streams,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,102.59729999999999,102.59729999999999,0.945433276272351,22.2187527443032,1.0352902155551873,0.19528815418019368,0.0,0.0,2.6,1.0,16.0839,0.1719258320472391,0.4646404613553818
heuristic,test,overtaking,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,95.99058,95.99058,1.0,20.765053804089447,0.9600403248047564,0.23776924059695453,17.036279999999998,9.8,9.8,0.0,9.190799999999976,0.10350028384585701,0.0006495292117046821
heuristic,test,overtaking,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,medium,GOAL_REACHED,5,5,0,5,5,4,0.8,valid_episodes,98.8011,98.8011,0.9586987896231397,21.845800421540627,0.93376679122003,0.2228266801967534,8.741250000000006,4.0,5.0,0.5555555555555555,11.213775000000014,0.15466818759246745,0.27893555795677594
heuristic,test,overtaking,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,medium,PLANNER_FAILURE,5,5,0,5,5,1,0.2,valid_episodes,116.78310000000002,116.78310000000002,0.0,14.613661276228148,0.728263619501967,0.7368120901055032,79.22070000000005,34.0,32.0,0.0,61.438500000000055,0.5640148274878819,0.17027335242249336
heuristic,test,overtaking,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,overtaking,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,high,GOAL_REACHED,5,5,0,5,5,4,0.8,valid_episodes,104.74515,104.74515,0.8523881724631872,20.079205659606657,0.8611377416133411,0.4349242519944292,24.084225,7.0,6.0,0.4212121212121212,28.746225000000003,0.2657843046827054,0.49192145990794794
heuristic,test,temporary_blockage,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,high,PLANNER_FAILURE,5,5,0,5,5,1,0.2,valid_episodes,157.47570000000002,157.47570000000002,0.0,14.481838407285096,0.7975526565264666,0.7762740537111441,99.46709999999999,18.0,14.0,0.42857142857142855,111.88800000000003,0.729541129202791,0.3576526415667125
heuristic,test,temporary_blockage,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,88.10514,88.10514,0.9190673181585,18.608881944837044,0.9945757092224905,0.07263254811842464,3.0369599999999997,2.4,2.4,0.625,11.928059999999999,0.14311818872164087,0.49435119214013384
heuristic,test,temporary_blockage,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,medium,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,81.39630000000001,81.39630000000001,0.9593046335924349,17.733229968431644,0.9177171120869,0.1528601593389772,4.9173,1.6666666666666667,1.6666666666666667,0.625,7.459200000000002,0.09792752054103208,0.4794441707762976
heuristic,test,temporary_blockage,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,medium,TIMEOUT,5,5,0,5,5,1,0.2,valid_episodes,239.9598,239.9598,0.0,17.64584597279452,0.908098832825491,0.6429364418540109,6.393600000000006,8.0,7.0,0.8571428571428571,193.27319999999997,0.8179295031917845,0.5543631754380612
heuristic,test,temporary_blockage,medium,PLANNER_FAILURE,5,5,0,5,5,1,0.2,valid_episodes,108.9576,108.9576,0.0,12.821190135409859,1.0181285664633233,0.561124694376528,0.0,7.0,4.0,0.75,68.23169999999998,0.6262224938875304,0.7054229934701371
heuristic,test,temporary_blockage,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
heuristic,test,temporary_blockage,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,high,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,133.57739999999998,133.57739999999998,0.8188011398744329,24.341571263151057,0.7997892284560407,0.24454244869834,27.3171,25.666666666666668,13.333333333333334,0.2509157509157509,49.23960000000002,0.4012559967211113,0.9624631235113003
pgrr,test,blind_corner,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,high,PLANNER_FAILURE,5,5,0,5,5,2,0.4,valid_episodes,117.3825,117.3825,0.0,14.055356535505592,0.7650736085553322,0.6627248001881475,73.24335,11.0,4.5,0.25,71.32859999999998,0.6238074826551552,0.6658043685977548
pgrr,test,blind_corner,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,low,GOAL_REACHED,5,5,0,5,5,4,0.8,valid_episodes,123.09345,123.09345,0.8678004839871232,22.977173670998454,1.1598271371301985,0.019663683211282878,1.6483500000000006,19.5,11.25,0.3138888888888889,40.542750000000005,0.3468593463071102,1.1132573167175335
pgrr,test,blind_corner,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,low,PLANNER_FAILURE,5,5,0,5,5,1,0.2,valid_episodes,109.7235,109.7235,0.0,16.13216807947912,1.3562493555959123,0.0,0.0,4.0,2.0,0.0,47.98530000000001,0.49347496206373315,0.5044877624825528
pgrr,test,blind_corner,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,119.19402,119.19402,0.8533254894426398,23.3749331001585,0.9574623696341462,0.05410700152242883,2.564099999999999,19.8,9.8,0.1679120879120879,33.04026,0.29473312550796216,1.0369504360412387
pgrr,test,blind_corner,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,blind_corner,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,102.21767999999999,102.21767999999999,0.919455834984477,22.883920222514263,1.1676763379846298,0.006715885105843011,0.0,0.8,1.6,1.0,10.502819999999998,0.13691755676747314,0.39190083374914453
pgrr,test,crossing_flow,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,low,GOAL_REACHED,5,5,0,5,5,4,0.8,valid_episodes,103.8627,103.8627,0.9108566808099274,23.097162147023667,0.884008498006024,0.07489253837623944,6.343650000000002,1.5,1.5,0.625,11.147175000000004,0.1318140114897223,0.41774386310430656
pgrr,test,crossing_flow,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,low,TIMEOUT,5,5,0,5,5,1,0.2,valid_episodes,239.9265,239.9265,0.0,6.8817949295043945,0.7210415691631284,0.8941013185287994,213.7194,2.0,2.0,0.0,212.6205,0.8866065232477446,5.636860329680544e-09
pgrr,test,crossing_flow,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,medium,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,100.13976,100.13976,0.9293036921543457,22.60987024245294,1.1025333603034873,0.020387377027476276,0.319680000000001,1.0,1.0,1.0,8.464860000000003,0.10961808417048771,0.2756367486869116
pgrr,test,crossing_flow,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,medium,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,medium,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,crossing_flow,medium,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,high,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,106.40015999999999,106.40015999999999,0.8281890070511654,20.588055438021648,0.897412695819753,0.11262902323016744,8.051940000000004,1.8,1.6,1.0,31.162139999999994,0.30686521182459886,0.45869310958440856
pgrr,test,doorway_bottleneck,high,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,high,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,high,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,high,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,high,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,low,GOAL_REACHED,5,5,0,5,5,5,1.0,valid_episodes,86.98626,86.98626,0.9136779989069451,18.668948023126166,0.8285142085736567,0.061923982569284296,3.7695599999999994,1.0,1.0,1.0,13.37994,0.17794336650944534,0.30594252210987816
pgrr,test,doorway_bottleneck,low,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,low,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,low,PLANNER_FAILURE,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,low,SIMULATOR_FAILURE,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,low,INVALID_RESET,5,5,0,5,5,0,0.0,manifest_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,medium,GOAL_REACHED,5,5,0,5,5,3,0.6,valid_episodes,91.9635,91.9635,0.8749910218428211,19.425834398456644,0.8833709131680251,0.06518352757961206,4.328999999999996,1.3333333333333333,2.3333333333333335,0.7777777777777778,19.524900000000006,0.23855373078528952,0.3278440698084937
pgrr,test,doorway_bottleneck,medium,COLLISION,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
pgrr,test,doorway_bottleneck,medium,TIMEOUT,5,5,0,5,5,0,0.0,valid_episodes,,,,,,,,,,,,,
