episode_id,scenario_id,seed,source_policy,project_commit,outcome,sample_count,sim_duration_s,progress_m,actual_goal_distance_m,max_localization_error_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
crossing_flow_medium_validation_s02201_2164e08_base_r1_dwb,crossing_flow_medium_validation_s02201,2201,base,2164e082fe866cc36383bd11b25c2c93a50858ec,COLLISION,296,29.4705,6.933128356933594,14.074279738465494,0.12166410906722196,0.6651606520208282,0.3046465814113617,0,c5594fb6ab3fba2ff9669925ede4d9517fabf772fd9ecb309c23804a68d6aad8
crossing_flow_medium_validation_s02201_2164e08_bc_r1_dwb,crossing_flow_medium_validation_s02201,2201,bc,2164e082fe866cc36383bd11b25c2c93a50858ec,GOAL_REACHED,985,98.4348,20.78948400914669,0.2987343931477318,0.12821531680141215,1.2032546784265612,0.840470016002655,117,ced991ba74ee136716f4faa77be8659f4a1947a4338705e0d5416e6b641ec80e
