episode_id,scenario_id,seed,source_policy,outcome,sample_count,sim_duration_s,progress_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
doorway_bottleneck_low_train_s01100_gate3_oracle3_dwb,doorway_bottleneck_low_train_s01100,1100,oracle,TIMEOUT,1202,119.94660000000002,6.104668617248535,1.1062660804479127,0.7546114325523376,739,2ddccce526e5c196d3b8845616ae78c6fd79b0c69594c9f05087044f7665f478
