episode_id,scenario_id,seed,source_policy,project_commit,outcome,sample_count,sim_duration_s,progress_m,actual_goal_distance_m,actual_goal_distance_source,max_localization_error_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
crossing_flow_high_validation_s02201_8577ff1_base_r1_dwb,crossing_flow_high_validation_s02201,2201,base,8577ff16926069c0a9d3030761df923d9df42552,COLLISION,296,29.5038,6.897121429443359,14.118274433771202,outcome_terminal_snapshot,0.12278304847533911,0.690922175289964,0.3340020477771759,0,9f4e04a65a9b5b983e18622a81bf227b3e43345040dffa3e827ad1efb2cda31f
crossing_flow_high_validation_s02201_8577ff1_bc_r1_dwb,crossing_flow_high_validation_s02201,2201,bc,8577ff16926069c0a9d3030761df923d9df42552,GOAL_REACHED,1285,128.4048,20.776243075728416,0.2146096648248103,outcome_terminal_snapshot,0.13952691292279581,1.0270393067532984,0.6653431057929993,308,ef1c1bd8190789cf442d4c08d9dc686ae23770668953e69b2d0d6677c4e1f880
