episode_id,scenario_id,seed,source_policy,project_commit,outcome,sample_count,sim_duration_s,progress_m,actual_goal_distance_m,max_localization_error_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
crossing_flow_medium_validation_s02202_a856923_base_r2_dwb,crossing_flow_medium_validation_s02202,2202,base,a8569238fe82201549ad6e7733e770dc745fcf27,GOAL_REACHED,937,93.6063,20.881407357752323,0.11859335089318251,0.12150203657885097,1.3354910473035038,0.9685056805610657,0,a48419b526a24ec99b05e7d092e22b5a6c0edd333c755ab37c3810232581201d
crossing_flow_medium_validation_s02202_a856923_bc_r2_dwb,crossing_flow_medium_validation_s02202,2202,bc,a8569238fe82201549ad6e7733e770dc745fcf27,GOAL_REACHED,930,92.907,20.776802897453308,0.28855381092912663,0.13852756498368382,1.3299281985630746,0.9737081527709961,29,fdf3fc12499eda40d7172db2b81b686107774f9c870dba3e7d4572f5dea3f42c
