episode_id,scenario_id,seed,source_policy,project_commit,outcome,sample_count,sim_duration_s,progress_m,actual_goal_distance_m,max_localization_error_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
crossing_flow_high_validation_s02220_30a1337_base_r1_dwb,crossing_flow_high_validation_s02220,2220,base,30a13378940b49305f66e0b032574ec61859a139,GOAL_REACHED,941,94.0059,20.894264549016953,0.10573477851124173,0.12150258859559276,0.9670334614298839,0.6025149822235107,0,5c7b2ea1dba3367dc37611af05c3d45eb1f86fba6836ca70ca01abc08570530d
crossing_flow_high_validation_s02220_30a1337_bc_r1_dwb,crossing_flow_high_validation_s02220,2220,bc,30a13378940b49305f66e0b032574ec61859a139,GOAL_REACHED,1425,142.4241,20.78158764541149,0.3190207561134173,0.13695180223216225,0.9700581523166086,0.6023305058479309,476,37832fb5bebc931e24add6ff8adc95bc7d25b6504bd44b9e335fe87620c1423a
