episode_id,scenario_id,seed,source_policy,project_commit,outcome,sample_count,sim_duration_s,progress_m,actual_goal_distance_m,max_localization_error_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
crossing_flow_high_validation_s02201_6cf9535_base_r1_dwb,crossing_flow_high_validation_s02201,2201,base,6cf95350827b076f7cab7a8212266db61c8061e7,COLLISION,296,29.5038,6.944908142089844,14.078910218082976,0.1315331845771872,0.6528253234609753,0.2893998920917511,0,099307a1b16932920343d54a84684511be0078953eb345b3cff71c4d7da5b1ae
crossing_flow_high_validation_s02201_6cf9535_bc_r1_dwb,crossing_flow_high_validation_s02201,2201,bc,6cf95350827b076f7cab7a8212266db61c8061e7,GOAL_REACHED,1150,114.91830000000002,20.790825188159943,0.2939025517559035,0.13184147010971542,1.1253200994547727,0.7494022250175476,254,7b645f2e3e11e57b8d6743c51a93206929d69c2a8de64f6999666e496f83d26d
