episode_id,scenario_id,seed,source_policy,project_commit,outcome,sample_count,sim_duration_s,progress_m,actual_goal_distance_m,max_localization_error_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
crossing_flow_high_validation_s02202_6cf9535_base_r1_dwb,crossing_flow_high_validation_s02202,2202,base,6cf95350827b076f7cab7a8212266db61c8061e7,COLLISION,301,30.003300000000003,7.0586347579956055,13.967630742810412,0.13852797568280018,0.6307250769528405,0.254264235496521,0,0d98cddaf1a92c18da5e902735ca888bcb4235829bf9bae7845bca3adc1e8c8a
crossing_flow_high_validation_s02202_6cf9535_bc_r1_dwb,crossing_flow_high_validation_s02202,2202,bc,6cf95350827b076f7cab7a8212266db61c8061e7,GOAL_REACHED,1190,118.9143,20.790570810437202,0.29239227463973694,0.13220828648969693,1.0243792591144112,0.6623989343643188,263,fdc3ad67a043f55fcb6d58f40d5cfa8e91c6c7e58d430af9a4f2b78dd1c8e8d1
