episode_id,scenario_id,seed,source_policy,project_commit,outcome,sample_count,sim_duration_s,progress_m,actual_goal_distance_m,max_localization_error_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
crossing_flow_high_validation_s02220_b2a9ac4_base_r1_dwb,crossing_flow_high_validation_s02220,2220,base,b2a9ac450ec85202d346cdbdd96985794274cff3,GOAL_REACHED,930,92.90700000000001,20.816146552562714,0.18398187652316417,0.1414961416110354,0.9843332353417712,0.6182252764701843,0,f0208205657f77d6b43a66e4243367ddd831bc8a48ccb6a6c4c7fd585bef52ad
crossing_flow_high_validation_s02220_b2a9ac4_bc_r1_dwb,crossing_flow_high_validation_s02220,2220,bc,b2a9ac450ec85202d346cdbdd96985794274cff3,TIMEOUT,1800,179.9199,8.098367691040039,12.89460574836183,0.12289037192748963,1.0277069993295005,0.6639600396156311,1401,f9a753f5121bfd1e12fb698078ff0c83eb8d1e9ce8cd9ef4aa83b69191c445b3
