episode_id,scenario_id,seed,source_policy,project_commit,outcome,sample_count,sim_duration_s,progress_m,actual_goal_distance_m,actual_goal_distance_source,max_localization_error_m,min_human_distance_m,min_lidar_m,recovery_actions,raw_sha256
temporary_blockage_high_validation_s02720_9c1ed29_base_r1_dwb,temporary_blockage_high_validation_s02720,2720,base,9c1ed2922646c65db05342a80555ee360efebb9d,COLLISION,381,37.9953,8.328083992004395,8.6892321309347,outcome_terminal_snapshot,0.12987044712967236,0.688864988937363,0.332830548286438,0,96c53e21c701ad0d83e25ac0ae072d76512d5f855a00703080d51c5a7433b0ca
temporary_blockage_high_validation_s02720_9c1ed29_bc_r1_dwb,temporary_blockage_high_validation_s02720,2720,bc,9c1ed2922646c65db05342a80555ee360efebb9d,COLLISION,411,41.0256,8.181689262390137,8.825116484519222,outcome_terminal_snapshot,0.1298704705131791,0.6839350406804876,0.31056341528892517,71,31e57ca2a9675805953dbc9b2f55d594c99b274b6c9baf4edd0bb75b73cbb206
